timestamp,distance,rel_x,rel_y,vel
1746584473.541,25.2108,25.197,0.845,2.533
1746584473.551,25.2362,25.222,0.845,2.533
1746584473.561,25.2615,25.247,0.845,2.533
1746584473.571,25.2868,25.273,0.845,2.532
1746584473.581,25.3121,25.298,0.845,2.532
1746584473.591,25.3374,25.323,0.845,2.532
1746584473.601,25.3627,25.349,0.845,2.530
1746584473.611,25.3880,25.374,0.845,2.530
1746584473.621,25.4133,25.399,0.845,2.529
1746584473.632,25.4350,25.421,0.847,2.522
1746584473.641,25.4602,25.446,0.848,2.521
1746584473.651,25.4854,25.471,0.848,2.520
1746584473.661,25.5106,25.497,0.848,2.518
1746584473.671,25.5358,25.522,0.848,2.516
1746584473.681,25.5609,25.547,0.848,2.514
1746584473.691,25.5860,25.572,0.848,2.512
1746584473.701,25.6111,25.597,0.848,2.511
1746584473.711,25.6362,25.622,0.848,2.509
1746584473.722,25.6613,25.647,0.848,2.508
1746584473.731,25.6863,25.672,0.847,2.507
1746584473.741,25.7114,25.697,0.847,2.506
1746584473.751,25.7364,25.722,0.847,2.505
1746584473.761,25.7615,25.748,0.847,2.504
1746584473.771,25.7865,25.773,0.847,2.504
1746584473.781,25.8115,25.798,0.847,2.504
1746584473.791,25.8365,25.823,0.847,2.503
1746584473.801,25.8615,25.848,0.847,2.502
1746584473.811,25.8865,25.873,0.847,2.501
1746584473.821,25.9115,25.898,0.847,2.500
1746584473.831,25.9365,25.923,0.847,2.498
1746584473.841,25.9614,25.948,0.847,2.498
1746584473.851,25.9864,25.973,0.847,2.496
1746584473.861,26.0113,25.998,0.847,2.494
1746584473.871,26.0362,26.022,0.847,2.492
1746584473.881,26.0611,26.047,0.847,2.490
1746584473.891,26.0860,26.072,0.847,2.487
1746584473.901,26.1108,26.097,0.847,2.485
1746584473.911,26.1356,26.122,0.847,2.483
1746584473.921,26.1605,26.147,0.847,2.482
1746584473.931,26.1852,26.172,0.847,2.480
1746584473.941,26.2100,26.196,0.847,2.479
1746584473.951,26.2348,26.221,0.847,2.478
1746584473.961,26.2596,26.246,0.847,2.477
1746584473.971,26.2843,26.271,0.847,2.475
1746584473.981,26.3090,26.295,0.846,2.475
1746584473.991,26.3338,26.320,0.846,2.474
1746584474.001,26.3585,26.345,0.846,2.472
1746584474.011,26.3832,26.370,0.846,2.471
1746584474.021,26.4079,26.394,0.846,2.470
1746584474.031,26.4325,26.419,0.846,2.468
1746584474.041,26.4572,26.444,0.846,2.466
1746584474.051,26.4818,26.468,0.846,2.464
1746584474.061,26.5064,26.493,0.846,2.463
1746584474.071,26.5310,26.518,0.846,2.461
1746584474.081,26.5556,26.542,0.846,2.459
1746584474.091,26.5802,26.567,0.846,2.457
1746584474.101,26.6048,26.591,0.846,2.456
1746584474.111,26.6293,26.616,0.846,2.455
1746584474.121,26.6538,26.640,0.846,2.454
1746584474.132,26.6783,26.665,0.846,2.452
1746584474.141,26.7029,26.689,0.846,2.451
1746584474.151,26.7273,26.714,0.846,2.450
1746584474.161,26.7518,26.738,0.846,2.449
1746584474.171,26.7763,26.763,0.846,2.447
1746584474.181,26.8008,26.787,0.846,2.446
1746584474.191,26.8252,26.812,0.846,2.445
1746584474.202,26.8496,26.836,0.846,2.444
1746584474.212,26.8787,26.865,0.847,2.449
1746584474.222,26.9032,26.890,0.847,2.447
1746584474.231,26.9276,26.914,0.847,2.446
1746584474.241,26.9521,26.939,0.847,2.443
1746584474.251,26.9765,26.963,0.847,2.441
1746584474.261,27.0009,26.988,0.847,2.439
1746584474.272,27.0253,27.012,0.847,2.437
1746584474.282,27.0496,27.036,0.847,2.435
1746584474.291,27.0740,27.061,0.847,2.433
1746584474.301,27.0983,27.085,0.847,2.430
1746584474.311,27.1225,27.109,0.847,2.428
1746584474.321,27.1468,27.134,0.847,2.426
1746584474.331,27.1710,27.158,0.847,2.424
1746584474.341,27.1953,27.182,0.847,2.421
1746584474.351,27.2194,27.206,0.847,2.420
1746584474.361,27.2436,27.230,0.847,2.417
1746584474.371,27.2678,27.255,0.847,2.415
1746584474.381,27.2919,27.279,0.847,2.414
1746584474.391,27.3160,27.303,0.847,2.412
1746584474.401,27.3401,27.327,0.847,2.411
1746584474.411,27.3642,27.351,0.847,2.409
1746584474.421,27.3883,27.375,0.847,2.408
1746584474.431,27.4123,27.399,0.847,2.406
1746584474.441,27.4364,27.423,0.847,2.405
1746584474.451,27.4604,27.447,0.847,2.403
1746584474.461,27.4844,27.471,0.847,2.402
1746584474.471,27.5084,27.495,0.847,2.400
1746584474.481,27.5324,27.519,0.846,2.398
1746584474.491,27.5563,27.543,0.846,2.396
1746584474.501,27.5803,27.567,0.847,2.394
1746584474.511,27.6042,27.591,0.846,2.392
1746584474.521,27.6281,27.615,0.846,2.391
1746584474.531,27.6520,27.639,0.846,2.388
1746584474.541,27.6759,27.663,0.846,2.386
1746584474.551,27.6997,27.687,0.846,2.384
1746584474.561,27.7235,27.711,0.846,2.382
1746584474.571,27.7473,27.734,0.846,2.380
1746584474.581,27.7711,27.758,0.846,2.378
1746584474.591,27.7948,27.782,0.846,2.376
1746584474.601,27.8186,27.806,0.846,2.374
1746584474.611,27.8423,27.829,0.846,2.373
