0.0,0.0,269.7506
-0.0014,-0.0006,269.7554
-0.0014,-0.0006,269.7552
-0.0013,-0.0006,269.7556
-0.0012,-0.0006,269.7556
-0.0011,-0.0006,269.7555
-0.001,-0.0005,269.7553
-0.0009,-0.0005,269.7565
-0.0007,-0.0005,269.7566
-0.0006,-0.0004,269.7557
-0.0005,-0.0004,269.756
-0.0003,-0.0003,269.7547
-0.0002,-0.0003,269.755
0.0,-0.0002,269.7545
-0.0014,-0.0006,269.7549
-0.0013,-0.0006,269.7548
-0.0013,-0.0005,269.7537
-0.0012,-0.0004,269.7534
-0.0011,-0.0004,269.7531
-0.001,-0.0003,269.7521
-0.0009,-0.0003,269.7527
-0.0008,-0.0002,269.7521
-0.0007,-0.0002,269.7524
-0.0006,-0.0002,269.7529
-0.0004,-0.0001,269.753
-0.0002,-0.0,269.7542
0.0,0.0001,269.7541
-0.0014,-0.0006,269.7549
-0.0013,-0.0006,269.7555
-0.0013,-0.0006,269.7555
-0.0012,-0.0006,269.7561
-0.0011,-0.0006,269.7566
-0.001,-0.0006,269.7566
-0.0009,-0.0006,269.7553
-0.0008,-0.0006,269.755
-0.0007,-0.0006,269.7552
-0.0005,-0.0006,269.7545
-0.0004,-0.0005,269.7538
-0.0002,-0.0005,269.7547
-0.0014,-0.0006,269.7557
-0.0014,-0.0006,269.7556
-0.0013,-0.0006,269.7554
-0.0013,-0.0006,269.7553
-0.0012,-0.0006,269.7544
-0.0011,-0.0006,269.7526
-0.001,-0.0005,269.7511
-0.0008,-0.0004,269.7499
-0.0007,-0.0004,269.751
-0.0005,-0.0004,269.7504
-0.0003,-0.0003,269.749
-0.0002,-0.0002,269.7478
-0.0014,-0.0006,269.755
-0.0014,-0.0006,269.7548
-0.0013,-0.0006,269.7545
-0.0012,-0.0005,269.753
-0.0012,-0.0005,269.7526
-0.0011,-0.0004,269.7528
-0.001,-0.0004,269.752
-0.0008,-0.0003,269.752
-0.0007,-0.0003,269.7517
-0.0006,-0.0002,269.7516
-0.0004,-0.0002,269.7517
-0.0003,-0.0001,269.7513
-0.0001,-0.0001,269.7514
-0.0014,-0.0006,269.7557
-0.0013,-0.0006,269.7565
-0.0013,-0.0006,269.7559
-0.0012,-0.0005,269.7554
-0.0011,-0.0005,269.7554
-0.001,-0.0004,269.7539
-0.0009,-0.0004,269.7542
-0.0008,-0.0004,269.7542
-0.0007,-0.0004,269.754
-0.0006,-0.0003,269.7537
-0.0005,-0.0003,269.7529
-0.0004,-0.0002,269.7523
-0.0014,-0.0006,269.7567
-0.0013,-0.0006,269.7566
-0.0013,-0.0006,269.7556
-0.0012,-0.0006,269.7547
-0.001,-0.0006,269.7536
-0.0009,-0.0007,269.7539
-0.0008,-0.0007,269.7547
-0.0007,-0.0007,269.7545
-0.0005,-0.0006,269.7528
-0.0004,-0.0006,269.7514
-0.0002,-0.0006,269.7515
-0.0,-0.0005,269.7508
0.0002,-0.0006,269.7511
-0.0014,-0.0006,269.7556
-0.0013,-0.0006,269.7544
-0.0013,-0.0005,269.7521
