0.0,0.0,266.702
0.0,0.0,266.701
0.0,0.0,266.699
-0.0,0.0,266.699
0.0,-0.002,266.707
0.0,-0.002,266.706
-0.0,-0.002,266.706
-0.0,-0.002,266.706
-0.0,-0.002,266.705
-0.001,-0.002,266.704
-0.001,-0.002,266.704
-0.001,-0.002,266.705
-0.001,-0.002,266.705
-0.001,-0.002,266.706
-0.001,-0.002,266.706
-0.001,-0.002,266.705
-0.0,-0.003,266.705
-0.0,-0.003,266.703
-0.0,-0.003,266.701
-0.0,-0.003,266.701
-0.0,-0.003,266.7
-0.0,-0.003,266.701
-0.0,-0.003,266.701
-0.0,-0.003,266.702
0.0,-0.003,266.7
0.0,-0.003,266.699
0.0,-0.003,266.7
0.0,-0.003,266.701
0.001,-0.003,266.71
0.001,-0.003,266.71
0.001,-0.003,266.708
0.001,-0.003,266.709
0.001,-0.003,266.708
0.001,-0.003,266.709
0.001,-0.003,266.709
0.0,-0.003,266.709
0.0,-0.003,266.709
-0.0,-0.003,266.707
-0.001,-0.003,266.707
-0.002,-0.003,266.707
-0.003,-0.003,266.708
-0.004,-0.003,266.71
-0.002,-0.003,266.712
-0.004,-0.003,266.714
-0.005,-0.003,266.716
-0.007,-0.003,266.718
-0.01,-0.004,266.719
-0.013,-0.004,266.72
-0.016,-0.004,266.725
-0.02,-0.004,266.729
-0.024,-0.004,266.733
-0.029,-0.005,266.737
-0.034,-0.005,266.742
-0.041,-0.005,266.749
-0.055,-0.006,266.758
-0.063,-0.006,266.765
-0.072,-0.007,266.773
-0.082,-0.007,266.782
-0.092,-0.008,266.791
-0.103,-0.008,266.801
-0.115,-0.009,266.812
-0.129,-0.01,266.825
-0.143,-0.011,266.838
-0.158,-0.011,266.85
-0.175,-0.012,266.863
-0.192,-0.013,266.875
-0.207,-0.014,266.891
-0.227,-0.015,266.907
-0.247,-0.016,266.922
-0.269,-0.017,266.939
-0.292,-0.018,266.955
-0.316,-0.02,266.973
-0.341,-0.021,266.989
-0.368,-0.022,267.005
-0.395,-0.024,267.02
-0.424,-0.025,267.035
-0.455,-0.027,267.05
-0.486,-0.028,267.064
-0.522,-0.031,267.065
-0.557,-0.033,267.073
-0.592,-0.035,267.078
-0.629,-0.037,267.083
-0.667,-0.039,267.087
-0.706,-0.041,267.091
-0.746,-0.043,267.095
-0.788,-0.045,267.099
-0.831,-0.048,267.104
-0.875,-0.05,267.109
-0.92,-0.052,267.113
-0.966,-0.055,267.117
-1.013,-0.057,267.12
-1.06,-0.06,267.126
-1.109,-0.062,267.132
-1.16,-0.065,267.136
-1.211,-0.067,267.137
-1.264,-0.07,267.139
-1.318,-0.073,267.144
-1.372,-0.075,267.148
-1.428,-0.078,267.153
-1.485,-0.081,267.156
-1.543,-0.084,267.159
-1.602,-0.087,267.163
-1.661,-0.09,267.165
-1.722,-0.093,267.167
-1.784,-0.096,267.172
-1.847,-0.1,267.176
-1.911,-0.103,267.179
-1.975,-0.106,267.174
-2.04,-0.109,267.172
-2.106,-0.113,267.174
-2.173,-0.116,267.18
-2.241,-0.119,267.183
-2.309,-0.122,267.184
-2.379,-0.126,267.185
-2.449,-0.129,267.186
-2.52,-0.132,267.188
-2.592,-0.136,267.194
-2.664,-0.14,267.198
-2.737,-0.15,267.182
-2.811,-0.154,267.189
-2.885,-0.158,267.194
-2.96,-0.162,267.197
-3.036,-0.166,267.196
-3.113,-0.17,267.195
-3.19,-0.174,267.199
-3.268,-0.178,267.206
-3.346,-0.182,267.214
-3.425,-0.187,267.217
-3.505,-0.191,267.217
-3.589,-0.189,267.226
-3.671,-0.193,267.231
-3.752,-0.197,267.235
-3.835,-0.201,267.234
-3.917,-0.205,267.231
-4.001,-0.208,267.231
-4.085,-0.212,267.238
-4.169,-0.216,267.243
-4.253,-0.22,267.248
-4.338,-0.225,267.252
-4.424,-0.229,267.26
-4.51,-0.233,267.269
-4.593,-0.238,267.272
-4.679,-0.242,267.274
-4.765,-0.246,267.279
-4.852,-0.25,267.284
-4.939,-0.254,267.293
-5.026,-0.258,267.307
-5.113,-0.262,267.324
-5.201,-0.266,267.345
-5.289,-0.271,267.362
-5.376,-0.275,267.381
-5.464,-0.279,267.403
-5.552,-0.283,267.426
-5.641,-0.286,267.448
-5.733,-0.294,267.477
-5.822,-0.298,267.503
-5.91,-0.301,267.532
-6.0,-0.305,267.564
-6.089,-0.309,267.599
-6.178,-0.313,267.637
-6.267,-0.316,267.679
-6.357,-0.32,267.725
-6.446,-0.324,267.775
-6.535,-0.327,267.832
-6.625,-0.331,267.894
-6.714,-0.335,267.957
-6.801,-0.342,268.033
-6.89,-0.345,268.087
-6.979,-0.348,268.139
-7.068,-0.351,268.2
-7.157,-0.354,268.27
-7.246,-0.358,268.349
-7.335,-0.361,268.435
-7.424,-0.363,268.523
-7.512,-0.365,268.613
-7.601,-0.368,268.703
-7.689,-0.37,268.795
-7.777,-0.372,268.897
-7.871,-0.374,269.004
-7.959,-0.376,269.128
-8.047,-0.377,269.253
-8.135,-0.379,269.375
-8.222,-0.38,269.502
-8.31,-0.381,269.639
-8.397,-0.382,269.791
-8.484,-0.383,269.953
-8.57,-0.383,270.118
-8.656,-0.383,270.284
-8.742,-0.383,270.456
-8.828,-0.383,270.635
-8.914,-0.382,270.815
-9.0,-0.378,270.982
-9.085,-0.376,271.166
-9.17,-0.375,271.359
-9.254,-0.373,271.561
-9.338,-0.371,271.774
-9.422,-0.368,271.993
-9.505,-0.365,272.216
-9.588,-0.362,272.448
-9.671,-0.359,272.694
-9.753,-0.355,272.95
-9.835,-0.351,273.216
-9.917,-0.347,273.488
-9.998,-0.342,273.772
-10.078,-0.338,274.075
-10.159,-0.333,274.371
-10.239,-0.327,274.661
-10.319,-0.321,274.942
-10.398,-0.314,275.223
-10.477,-0.307,275.505
-10.556,-0.299,275.786
-10.634,-0.291,276.062
-10.712,-0.283,276.332
-10.789,-0.274,276.604
-10.866,-0.266,276.88
