0,0,271.997680664062
-0.001,-0.001,272.009521484375
-0.001,-0.001,272.006042480469
-0.001,-0.001,272.003723144531
0,-0.001,272.001403808594
0,-0.001,271.998291015625
0.001,-0.001,271.995971679687
0,0,272.006774902344
0,0,272.004211425781
0,0,272.00146484375
0.001,0,271.997009277344
0.001,0,271.991973876953
-0.002,-0.001,272.005035400391
-0.002,0,272.002685546875
-0.001,0,271.999176025391
-0.001,0,271.993621826172
-0.001,0,271.99072265625
-0.002,-0.001,272.005523681641
-0.001,-0.001,272.002716064453
-0.001,-0.001,271.999572753906
0,-0.001,271.994934082031
-0.001,-0.001,272.0078125
-0.001,-0.001,272.004028320312
-0.001,-0.001,272.001617431641
-0.001,0,271.997131347656
0,0,271.992614746094
-0.001,-0.001,272.007629394531
0,-0.001,272.004943847656
0,-0.001,272.000274658203
0,-0.001,271.996948242188
0.001,0,271.994659423828
0.001,0,271.991638183594
0,-0.001,272.004638671875
0,-0.001,272.001251220703
0.001,-0.001,271.999572753906
0.001,-0.001,271.996734619141
0.002,-0.001,271.993499755859
-0.001,-0.002,272.004333496094
-0.002,-0.002,272.000732421875
-0.005,-0.001,271.995452880859
-0.008,-0.001,271.994720458984
-0.014,-0.001,271.99560546875
-0.025,-0.001,271.994659423828
-0.036,-0.001,271.995819091797
-0.051,-0.001,271.998443603516
-0.07,0,272.004943847656
-0.094,0.001,272.028137207031
-0.123,0.002,272.038482666016
-0.157,0.003,272.053619384766
-0.197,0.004,272.071136474609
-0.244,0.006,272.088958740234
-0.298,0.007,272.103881835937
-0.361,0.008,272.044403076172
-0.43,0.01,272.052642822266
-0.506,0.012,272.055908203125
-0.59,0.014,272.057220458984
-0.681,0.016,272.058135986328
-0.786,0.021,272.292907714844
-0.892,0.024,272.294097900391
-1.005,0.028,272.298675537109
-1.122,0.033,272.296295166016
-1.245,0.038,272.300262451172
-1.369,0.039,272.039184570312
-1.502,0.042,272.04052734375
-1.64,0.046,272.038970947266
-1.785,0.05,272.039093017578
-1.934,0.053,272.044219970703
-2.1,0.06,272.076202392578
-2.261,0.065,272.077514648437
-2.427,0.07,272.074188232422
-2.597,0.075,272.079986572266
-2.772,0.08,272.084045410156
-2.95,0.083,272.052490234375
-3.133,0.088,272.047668457031
-3.321,0.093,272.046905517578
-3.515,0.098,272.039672851563
-3.711,0.103,272.032867431641
-3.917,0.111,272.051086425781
-4.121,0.118,272.038818359375
-4.328,0.125,272.033447265625
