0.0,0.0,269.2186
-0.0001,-0.0,269.2186
-0.0001,-0.0001,269.2195
-0.0002,-0.0001,269.2195
-0.0002,-0.0001,269.2192
-0.0003,-0.0001,269.2186
-0.0003,-0.0002,269.2184
-0.0004,-0.0002,269.2189
0.0007,0.001,269.2184
0.0007,0.001,269.2175
0.0007,0.001,269.217
0.0007,0.001,269.2173
0.0007,0.001,269.2175
0.0007,0.001,269.2179
0.0007,0.001,269.2183
0.0007,0.0011,269.2174
0.0007,0.0011,269.2173
0.0007,0.0011,269.2186
0.0007,0.0011,269.219
0.0007,0.0011,269.219
0.0006,0.0018,269.2188
0.0006,0.0018,269.2183
0.0006,0.0019,269.2178
0.0006,0.0019,269.2179
0.0006,0.002,269.2186
0.0006,0.002,269.2189
0.0005,0.002,269.2191
0.0005,0.002,269.2194
0.0005,0.002,269.22
0.0005,0.002,269.2205
0.0004,0.0021,269.2197
0.0004,0.0021,269.219
0.0004,0.0021,269.2188
0.0,0.0024,269.2179
-0.0,0.0024,269.2187
-0.0001,0.0024,269.2183
-0.0001,0.0025,269.2181
-0.0002,0.0025,269.2175
-0.0002,0.0025,269.2177
-0.0003,0.0025,269.2179
-0.0004,0.0025,269.2186
-0.0004,0.0026,269.2177
-0.0005,0.0026,269.2176
-0.0006,0.0026,269.2174
-0.0007,0.0027,269.2166
-0.0007,0.0027,269.2162
-0.0001,0.0022,269.216
-0.0001,0.0022,269.2154
-0.0001,0.0022,269.216
-0.0001,0.0022,269.2162
-0.0001,0.0023,269.2161
-0.0001,0.0023,269.2164
-0.0001,0.0023,269.2158
-0.0001,0.0023,269.2167
-0.0002,0.0024,269.215
-0.0002,0.0024,269.2152
-0.0002,0.0025,269.2148
0.0001,0.0036,269.2178
0.0001,0.0036,269.2187
0.0001,0.0037,269.2172
0.0,0.0038,269.2172
0.0,0.0039,269.2173
-0.0,0.0039,269.2177
-0.0001,0.004,269.2185
-0.0001,0.0041,269.2188
-0.0002,0.0042,269.2184
-0.0003,0.0043,269.218
-0.0003,0.0044,269.2169
-0.0004,0.0044,269.2178
-0.0004,0.0045,269.2176
0.0007,0.0029,269.2166
0.0007,0.0029,269.2162
0.0006,0.0029,269.2156
0.0006,0.0029,269.2147
0.0006,0.003,269.2148
0.0006,0.003,269.2151
0.0006,0.003,269.2155
0.0005,0.0029,269.2158
0.0005,0.003,269.2155
0.0004,0.003,269.2146
0.0004,0.003,269.2153
0.0003,0.0029,269.2177
0.0002,0.0029,269.2187
-0.0005,0.0031,269.224
-0.0006,0.0031,269.224
-0.0006,0.0032,269.223
-0.0007,0.0032,269.2221
-0.0007,0.0032,269.223
-0.0007,0.0032,269.2251
-0.0008,0.0032,269.2253
-0.0008,0.0033,269.2242
-0.0009,0.0033,269.2245
-0.0009,0.0034,269.2247
-0.0009,0.0034,269.2252
-0.001,0.0034,269.225
-0.0029,0.0021,269.2187
-0.0038,0.0021,269.2167
-0.0048,0.0021,269.2162
-0.0057,0.0021,269.2164
-0.0068,0.002,269.2158
-0.0084,0.0019,269.2166
-0.0103,0.0019,269.2158
-0.0123,0.0019,269.2152
-0.0144,0.0019,269.2143
-0.0168,0.0018,269.2133
-0.0196,0.0018,269.2122
-0.0227,0.0017,269.2115
-0.0259,0.0017,269.2119
-0.0295,0.0016,269.2108
-0.0317,0.0005,269.2087
-0.0359,0.0003,269.2071
-0.0405,0.0002,269.2075
